SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,date_collected
MLS Listing,,Single Family Residential,10855 Patowmack Dr,Great Falls,VA,22066,1499000,4,4.5,Beach Mill Downs,6019,75063,1988,5,249,,Active,,,http://www.redfin.com/VA/Great-Falls/10855-Patowmack-Dr-22066/home/9069196,MRIS,FX9944380,N,Y,39.0313224,-77.3191506,5/15/2017
MLS Listing,,Single Family Residential,11415 Jordan Ln,Great Falls,VA,22066,779000,4,2.5,Seneca Hills,3177,25992,1985,4,245,,Active,May-21-2017 10:00 AM,May-21-2017 01:00 PM,http://www.redfin.com/VA/Great-Falls/11415-Jordan-Ln-22066/home/9079454,MRIS,FX9945078,N,Y,39.0026827,-77.3404701,5/15/2017
MLS Listing,,Single Family Residential,723 Forest Park Rd,Great Falls,VA,22066,960000,4,2.5,Hidden Forest,2850,40540,1976,1,337,,Active,May-21-2017 11:00 AM,May-21-2017 01:00 PM,http://www.redfin.com/VA/Great-Falls/723-Forest-Park-Rd-22066/home/9085749,MRIS,FX9948079,N,Y,39.001387,-77.2963231,5/15/2017
MLS Listing,,Single Family Residential,801 Dulles Ct,Herndon,VA,20170,404500,4,2,Dulles Park,1908,8523,1974,4,212,14,Active,,,http://www.redfin.com/VA/Herndon/801-Dulles-Ct-20170/home/9101277,MRIS,FX9945258,N,Y,38.9731638,-77.4043244,5/15/2017
MLS Listing,,Single Family Residential,1315 Grant St,Herndon,VA,20170,489000,4,2.5,Barker Hill,2504,11366,1985,1,195,,Active,,,http://www.redfin.com/VA/Herndon/1315-Grant-St-20170/home/9113539,MRIS,FX9947425,N,Y,38.9837529,-77.3816857,5/15/2017
MLS Listing,,Single Family Residential,1209 Rowland Dr,Herndon,VA,20170,669900,4,3.5,Shaker Woods,3530,23820,1989,1,190,21,Active,May-20-2017 10:00 AM,May-20-2017 12:00 PM,http://www.redfin.com/VA/Herndon/1209-Rowland-Dr-20170/home/9120705,MRIS,FX9934235,N,Y,38.9983748,-77.3645245,5/15/2017
MLS Listing,,Single Family Residential,1236 Gilman Ct,Herndon,VA,20170,839000,4,3.5,Shaker Woods,3329,29000,1986,27,252,15,Active,,,http://www.redfin.com/VA/Herndon/1236-Gilman-Ct-20170/home/9121983,MRIS,FX9921297,N,Y,38.9930468,-77.3527235,5/15/2017
MLS Listing,,Single Family Residential,11915 Moss Point Ln,Reston,VA,20194,665000,4,3.5,Reston,2324,13522,1987,4,286,58,Active,,,http://www.redfin.com/VA/Reston/11915-Moss-Point-Ln-20194/home/9129687,MRIS,FX9945388,N,Y,38.9723082,-77.3604675,5/15/2017
Redfin Data,,Single Family Residential,11566 Hemingway Dr,Reston,VA,20194,849000,4,3.5,Reston,2702,5279,1989,8,314,,Pre On-Market,,,http://www.redfin.com/VA/Reston/11566-Hemingway-Dr-20194/home/9135928,Coming Soon,1202,N,Y,38.978507,-77.343137,5/15/2017
MLS Listing,,Single Family Residential,1309 Pavilion Club Way,Reston,VA,20194,799000,4,2.5,Reston,2574,6918,1993,7,310,187,Active,,,http://www.redfin.com/VA/Reston/1309-Pavilion-Club-Way-20194/home/9143106,MRIS,FX9942001,N,Y,38.9806899,-77.3354471,5/15/2017
MLS Listing,,Single Family Residential,917 Mcmillen Ct,Great Falls,VA,22066,965000,4,2.5,Lockmeade,2502,27036,1978,1,386,37,Active,,,http://www.redfin.com/VA/Great-Falls/917-McMillen-Ct-22066/home/9151920,MRIS,FX9945709,N,Y,38.9947821,-77.3153174,5/15/2017
MLS Listing,,Single Family Residential,773 Follin Farm Ln,Great Falls,VA,22066,1190000,4,3.5,Hickory Vale Farm,4319,28185,1992,4,276,300,Active,,,http://www.redfin.com/VA/Great-Falls/773-Follin-Farm-Ln-22066/home/9155619,MRIS,FX9945554,N,Y,38.9962544,-77.2953307,5/15/2017
MLS Listing,,Single Family Residential,1000 Murphy Dr,Great Falls,VA,22066,1999000,4,4.5,Murphy Henry S Prop,6809,248292,1995,1,294,,Active,,,http://www.redfin.com/VA/Great-Falls/1000-Murphy-Dr-22066/home/9163240,MRIS,FX9947766,N,Y,38.9804711,-77.2929463,5/15/2017
MLS Listing,,Single Family Residential,2415 Drexel St,Woodbridge,VA,22192,425000,4,2.5,Lake Ridge,2311,11831,1972,4,184,,Active,,,http://www.redfin.com/VA/Woodbridge/2415-Drexel-St-22192/home/9163963,MRIS,PW9935533,N,Y,38.672536,-77.286209,5/15/2017
MLS Listing,,Single Family Residential,974 Millwood Ln,Great Falls,VA,22066,1200000,4,4.5,Offutt Home Tract,4925,95871,1994,6,244,,Active,,,http://www.redfin.com/VA/Great-Falls/974-Millwood-Ln-22066/home/9166906,MRIS,FX9942634,N,Y,38.9776741,-77.277493,5/15/2017
MLS Listing,,Single Family Residential,9898 Sunnybrook Dr,Great Falls,VA,22066,869900,4,3.5,Hickory Run,3376,96372,1980,6,258,,Active,,,http://www.redfin.com/VA/Great-Falls/9898-Sunnybrook-Dr-22066/home/9167087,MRIS,FX9943082,N,Y,38.985297,-77.28639,5/15/2017
MLS Listing,,Single Family Residential,13363 Keisler Ct,Herndon,VA,20170,459900,4,2.5,Reflection Lake,2108,9971,1976,1,218,8,Active,,,http://www.redfin.com/VA/Herndon/13363-Keisler-Ct-20170/home/9169817,MRIS,FX9947168,N,Y,38.96507,-77.409684,5/15/2017
MLS Listing,,Single Family Residential,5709 Davis Ford Rd,Manassas,VA,20112,595000,4,2.5,,2827,194382,1988,4,210,,Active,,,http://www.redfin.com/VA/Manassas/5709-Davis-Ford-Rd-20112/home/9175169,MRIS,PW9933321,N,Y,38.706539,-77.381945,5/15/2017
MLS Listing,,Single Family Residential,1226 Summerfield Dr,Herndon,VA,20170,430000,4,3,Four Seasons,1144,10014,1976,1,376,45,Active,,,http://www.redfin.com/VA/Herndon/1226-Summerfield-Dr-20170/home/9180602,MRIS,FX9930102,N,Y,38.969413,-77.403114,5/15/2017
MLS Listing,,Single Family Residential,503 Aspen Dr,Herndon,VA,20170,470000,4,2.5,The Downs,1249,9633,1974,5,376,,Active,,,http://www.redfin.com/VA/Herndon/503-Aspen-Dr-20170/home/9191726,MRIS,FX9944803,N,Y,38.961,-77.3821169,5/15/2017
MLS Listing,,Single Family Residential,12809 Tournament Dr,Reston,VA,20191,669900,4,3.5,Polo Fields,2446,10000,1995,4,274,54,Active,,,http://www.redfin.com/VA/Reston/12809-Tournament-Dr-20191/home/9203236,MRIS,FX9945006,N,Y,38.9470518,-77.3908509,5/15/2017
MLS Listing,,Single Family Residential,12052 Summer Meadow Ln,Reston,VA,20194,639900,4,3.5,Reston,3100,16492,1986,62,206,55,Active,,,http://www.redfin.com/VA/Reston/12052-Summer-Meadow-Ln-20194/home/9210607,MRIS,FX9887492,N,Y,38.969996,-77.363183,5/15/2017
MLS Listing,,Single Family Residential,1323 Carpers Farm Way,Vienna,VA,22182,1019000,4,3,Carpers Farm,3062,27639,1983,7,333,8,Active,,,http://www.redfin.com/VA/Vienna/1323-Carpers-Farm-Way-22182/home/9246124,MRIS,FX9942070,N,Y,38.961962,-77.2931787,5/15/2017
MLS Listing,,Single Family Residential,4912 Lanyard Ln,Woodbridge,VA,22192,549500,4,3.5,Cannon Bluff,4607,45215,1986,3,119,5,Active,,,http://www.redfin.com/VA/Woodbridge/4912-Lanyard-Ln-22192/home/9246674,MRIS,PW9946651,N,Y,38.709725,-77.3573355,5/15/2017
MLS Listing,,Single Family Residential,1419 Richview Ct,Vienna,VA,22182,999990,4,4.5,Colvin Run Estates,3656,50184,1981,4,274,23,Active,,,http://www.redfin.com/VA/Vienna/1419-Richview-Ct-22182/home/9247073,MRIS,FX9945567,N,Y,38.9587242,-77.3085971,5/15/2017
MLS Listing,,Single Family Residential,9801 Leesburg Pike,Vienna,VA,22182,739000,4,4,Colvin Run,1920,32230,1962,6,385,,Active,May-20-2017 10:00 PM,May-21-2017 12:00 AM,http://www.redfin.com/VA/Vienna/9801-Leesburg-Pike-22182/home/9251548,MRIS,FX9926865,N,Y,38.964541,-77.2849919,5/15/2017
MLS Listing,,Single Family Residential,1505 Night Shade Ct,Vienna,VA,22182,1175000,4,4.5,Wolftrap Meadows,4042,34645,1988,4,291,7,Active,,,http://www.redfin.com/VA/Vienna/1505-Night-Shade-Ct-22182/home/9258686,MRIS,FX9945687,N,Y,38.9482107,-77.2845088,5/15/2017
MLS Listing,,Single Family Residential,4282 Berwick Pl,Woodbridge,VA,22192,464900,4,3.5,Westridge,2906,11443,1987,29,160,73,Active,,,http://www.redfin.com/VA/Woodbridge/4282-Berwick-Pl-22192/home/9259310,MRIS,PW9918675,N,Y,38.681525,-77.335792,5/15/2017
Redfin Data,,Single Family Residential,4321 Berwick Pl,Woodbridge,VA,22192,449900,4,2.5,Woodbridge,2884,9309,1988,11,156,73,Pre On-Market,,,http://www.redfin.com/VA/Woodbridge/4321-Berwick-Pl-22192/home/9259464,Coming Soon,1154,N,Y,38.6817554,-77.3388811,5/15/2017
MLS Listing,,Single Family Residential,9411 Vernon Dr,Great Falls,VA,22066,880000,4,2.5,Kenmore Farms,2604,22101,1979,4,338,,Active,,,http://www.redfin.com/VA/Great-Falls/9411-Vernon-Dr-22066/home/9260876,MRIS,FX9945809,N,Y,38.957027,-77.2681603,5/15/2017
MLS Listing,,Single Family Residential,9359 Mildred Ct,Vienna,VA,22182,849000,4,3,Leigh Meadow,1956,19009,1984,61,434,15,Active,,,http://www.redfin.com/VA/Vienna/9359-Mildred-Ct-22182/home/9261422,MRIS,FX9888752,N,Y,38.9530534,-77.2690378,5/15/2017
MLS Listing,,Single Family Residential,12819 Valleyhill St,Woodbridge,VA,22192,399900,4,3.5,Old Bridge Estates,2028,9448,1988,3,197,63,Active,,,http://www.redfin.com/VA/Woodbridge/12819-Valleyhill-St-22192/home/9261444,MRIS,PW9946749,N,Y,38.677074,-77.323893,5/15/2017
MLS Listing,,Single Family Residential,12760 Quarterhorse Ln,Woodbridge,VA,22192,585000,4,3.5,Westridge,4863,15716,1988,4,120,73,Active,,,http://www.redfin.com/VA/Woodbridge/12760-Quarterhorse-Ln-22192/home/9270079,MRIS,PW9946263,N,Y,38.679529,-77.3333679,5/15/2017
MLS Listing,,Single Family Residential,1001 Woburn Ct,Mclean,VA,22102,1750000,4,4.5,Olde Swinks Mill Estates,5012,42999,1967,5,349,,Active,,,http://www.redfin.com/VA/McLean/1001-Woburn-Ct-22102/home/9272181,MRIS,FX9943546,N,Y,38.9511998,-77.2079225,5/15/2017
MLS Listing,,Single Family Residential,12672 Crossbow Dr,Manassas,VA,20112,500000,4,2.5,Foxmill,3282,46727,1989,1,152,,Active,,,http://www.redfin.com/VA/Manassas/12672-Crossbow-Dr-20112/home/9282510,MRIS,PW9939816,N,Y,38.68018,-77.4381645,5/15/2017
MLS Listing,,Single Family Residential,2653 Meadow Hall Dr,Oak Hill,VA,20171,749000,4,3.5,Meadow Hall,3402,9496,1987,5,220,46,Active,,,http://www.redfin.com/VA/Herndon/2653-Meadow-Hall-Dr-20171/home/9285188,MRIS,FX9944223,N,Y,38.9324512,-77.4009622,5/15/2017
MLS Listing,,Single Family Residential,3168 Kinross Cir,Herndon,VA,20171,699000,4,2,Chantilly Highlands,2961,8886,1988,4,236,112,Active,,,http://www.redfin.com/VA/Herndon/3168-Kinross-Cir-20171/home/9302524,MRIS,FX9942684,N,Y,38.9179424,-77.4076372,5/15/2017
MLS Listing,,Single Family Residential,13377 Glen Taylor Ln,Herndon,VA,20171,650000,4,2.5,Chantilly Highlands,2782,9589,1987,15,234,28,Active,,,http://www.redfin.com/VA/Herndon/13377-Glen-Taylor-Ln-20171/home/9302583,MRIS,FX9932895,N,Y,38.9171771,-77.411161,5/15/2017
MLS Listing,,Single Family Residential,13327 Scotsmore Way,Herndon,VA,20171,817000,4,3.5,Chantilly Highlands,3349,9091,1989,4,244,28,Active,,,http://www.redfin.com/VA/Herndon/13327-Scotsmore-Way-20171/home/9303175,MRIS,FX9945981,N,Y,38.9171912,-77.4065056,5/15/2017
MLS Listing,,Single Family Residential,2939 Smith Farm Way,Herndon,VA,20171,695000,4,3.5,Smithsfield At West Ox,2500,13360,1997,6,278,48,Active,,,http://www.redfin.com/VA/Herndon/2939-Smith-Farm-Way-20171/home/9309832,MRIS,FX9939304,N,Y,38.9225681,-77.3980022,5/15/2017
MLS Listing,,Single Family Residential,2612 Claxton Dr,Herndon,VA,20171,499500,4,3,Fox Mill Estates,2592,11405,1975,3,193,13,Active,May-16-2017 09:00 AM,May-16-2017 11:00 AM,http://www.redfin.com/VA/Herndon/2612-Claxton-Dr-20171/home/9312016,MRIS,FX9946363,N,Y,38.9290446,-77.3861591,5/15/2017
MLS Listing,,Single Family Residential,6152 Taffy Ct,Woodbridge,VA,22193,374900,4,3.5,Dale City,1645,3833,1998,4,228,85,Active,,,http://www.redfin.com/VA/Woodbridge/6152-Taffy-Ct-22193/home/9321317,MRIS,PW9945585,N,Y,38.669781,-77.390439,5/15/2017
MLS Listing,,Single Family Residential,8190 Lone Oak Ct,Manassas,VA,20111,449900,4,3.5,Arrowood,3550,10315,1992,5,127,36,Active,,,http://www.redfin.com/VA/Manassas/8190-Lone-Oak-Ct-20111/home/9323763,MRIS,PW9943744,N,Y,38.7475863,-77.44632,5/15/2017
MLS Listing,,Single Family Residential,7853 Elsinore Dr,Manassas,VA,20112,498500,4,3.5,Meadowbrook Woods,3150,20469,1997,6,158,59,Active,,,http://www.redfin.com/VA/Manassas/7853-Elsinore-Dr-20112/home/9340670,MRIS,PW9943314,N,Y,38.6708059,-77.4319914,5/15/2017
MLS Listing,,Single Family Residential,11572 Shadbush Ct,Reston,VA,20191,499272,4,4,Reston,2185,8571,1972,5,228,55,Active,,,http://www.redfin.com/VA/Reston/11572-Shadbush-Ct-20191/home/9350632,MRIS,FX9943832,N,Y,38.928529,-77.3464,5/15/2017
MLS Listing,,Single Family Residential,10614 Hunter Station Rd,Vienna,VA,22181,1838002,4,4.5,Piney Creek Estates,5000,93471,1979,1,368,,Active,,,http://www.redfin.com/VA/Vienna/10614-Hunter-Station-Rd-22181/home/9354231,MRIS,FX9947408,N,Y,38.9325301,-77.313147,5/15/2017
MLS Listing,,Single Family Residential,7700 Bridle Path Ln,Mclean,VA,22102,1150000,4,3.5,Mc Lean Hunt,2810,22892,1969,4,409,17,Active,,,http://www.redfin.com/VA/McLean/7700-Bridle-Path-Ln-22102/home/9376642,MRIS,FX9946188,N,Y,38.9392647,-77.2122784,5/15/2017
MLS Listing,,Single Family Residential,6538 Washburn Ct,Mclean,VA,22101,899500,4,2.5,Mc Lean Woods,2393,8736,1967,1,376,,Active,May-21-2017 10:00 AM,May-21-2017 01:00 PM,http://www.redfin.com/VA/McLean/6538-Washburn-Ct-22101/home/9402203,MRIS,FX9945827,N,Y,38.9272122,-77.1692514,5/15/2017
MLS Listing,,Single Family Residential,6042 Ramshorn Pl,Mclean,VA,22101,1675000,4,3,Langley,2404,78608,1961,1,697,,Active,,,http://www.redfin.com/VA/McLean/6042-Ramshorn-Pl-22101/home/9409246,MRIS,FX9947133,N,Y,38.940631,-77.141888,5/15/2017
MLS Listing,,Single Family Residential,6017 Copely Ln,Mclean,VA,22101,1478000,4,3.5,Chesterbrook Woods,4305,22584,1963,4,343,,Active,,,http://www.redfin.com/VA/McLean/6017-Copely-Ln-22101/home/9409540,MRIS,FX9943265,N,Y,38.9301661,-77.1396213,5/15/2017
MLS Listing,,Single Family Residential,1438 Ironwood Dr,Mclean,VA,22101,1100000,4,3,Chesterbrook Woods,3150,19081,1976,39,349,,Active,,,http://www.redfin.com/VA/McLean/1438-Ironwood-Dr-22101/home/9409564,MRIS,FX9910415,N,Y,38.9317468,-77.1369772,5/15/2017
MLS Listing,,Single Family Residential,1217 Crest Ln,Mclean,VA,22101,3750000,4,6.5,Eagle Acres,3169,94425,2018,7,1183,,Active,,,http://www.redfin.com/VA/McLean/1217-Crest-Ln-22101/home/9409826,MRIS,FX9941909,N,Y,38.9419369,-77.1325838,5/15/2017
MLS Listing,,Single Family Residential,1515 Twisting Tree Ln,Mclean,VA,22101,1065000,4,3.5,Dominion Woods,2976,16669,1973,5,358,,Active,,,http://www.redfin.com/VA/McLean/1515-Twisting-Tree-Ln-22101/home/9414069,MRIS,FX9943619,N,Y,38.9283959,-77.1655658,5/15/2017
MLS Listing,,Single Family Residential,4114 River St N,Mclean,VA,22101,1049000,4,3.5,Chain Bridge Forest,3060,12268,1970,4,343,5,Active,,,http://www.redfin.com/VA/McLean/4114-N-River-St-22101/home/9416342,MRIS,FX9945284,N,Y,38.928817,-77.130352,5/15/2017
MLS Listing,,Single Family Residential,4748 Wermuth Way,Woodbridge,VA,22192,545000,4,3.5,Prince William Town Cent,5396,7227,2004,1,101,124,Active,,,http://www.redfin.com/VA/Woodbridge/4748-Wermuth-Way-22192/home/9419370,MRIS,PW9925380,N,Y,38.6728141,-77.3483713,5/15/2017
MLS Listing,,Single Family Residential,13627 Old Dairy Rd,Oak Hill,VA,20171,660000,4,3.5,Franklin Farm,2996,10409,1984,7,220,73,Active,,,http://www.redfin.com/VA/Herndon/13627-Old-Dairy-Rd-20171/home/9420124,MRIS,FX9941767,N,Y,38.9058489,-77.4170365,5/15/2017
MLS Listing,,Single Family Residential,12504 Glenbrooke Woods Dr,Herndon,VA,20171,475000,4,3,Glenbrooke Woods,1992,20219,1978,4,238,42,Active,,,http://www.redfin.com/VA/Herndon/12504-Glenbrooke-Woods-Dr-20171/home/9428953,MRIS,FX9931866,N,Y,38.9150418,-77.3790428,5/15/2017
MLS Listing,,Single Family Residential,2907 Blue Robin Ct,Herndon,VA,20171,799000,4,2.5,Folkstone,3045,21052,1977,5,262,8,Active,,,http://www.redfin.com/VA/Herndon/2907-Blue-Robin-Ct-20171/home/9436191,MRIS,FX9944584,N,Y,38.9080843,-77.3630813,5/15/2017
MLS Listing,,Single Family Residential,8210 Madrillon Estates Dr,Vienna,VA,22182,1149900,4,4.5,Madrillon Estates,5120,8734,1995,2,225,,Active,,,http://www.redfin.com/VA/Vienna/8210-Madrillon-Estates-Dr-22182/home/9464224,MRIS,FX9931093,N,Y,38.9074915,-77.2288261,5/15/2017
MLS Listing,,Single Family Residential,8404 Stonewall Dr,Vienna,VA,22180,1199900,4,3.5,Stonewall Manor,3379,11250,2017,4,355,,Active,,,http://www.redfin.com/VA/Vienna/8404-Stonewall-Dr-22180/home/9465754,MRIS,FX9946047,N,Y,38.8893983,-77.2362915,5/15/2017
MLS Listing,,Single Family Residential,13151 Pavilion Ln,Fairfax,VA,22033,500000,4,2,Greenbriar,1512,8400,1971,5,331,,Active,,,http://www.redfin.com/VA/Fairfax/13151-Pavilion-Ln-22033/home/9496724,MRIS,FX9938130,N,Y,38.8787144,-77.400936,5/15/2017
MLS Listing,,Single Family Residential,3908 Plum Run Ct,Fairfax,VA,22033,619000,4,3.5,Foxfield,3486,12702,1986,3,178,65,Active,,,http://www.redfin.com/VA/Fairfax/3908-Plum-Run-Ct-22033/home/9497400,MRIS,FX9940728,N,Y,38.8869733,-77.4082362,5/15/2017
MLS Listing,,Single Family Residential,12497 Falkirk Dr,Fairfax,VA,22033,899900,4,3.5,Dartmoor Woods,3740,18492,2000,3,241,55,Active,,,http://www.redfin.com/VA/Fairfax/12497-Falkirk-Dr-22033/home/9498382,MRIS,FX9946343,N,Y,38.888467,-77.3766909,5/15/2017
Redfin Data,,Single Family Residential,12625 Dusty Wheel Ln,Fairfax,VA,22033,799000,4,3.5,Fairfax,2748,6766,1994,6,291,,Pre On-Market,,,http://www.redfin.com/VA/Fairfax/12625-Dusty-Wheel-Ln-22033/home/9501071,Coming Soon,1283,N,Y,38.887512,-77.3843153,5/15/2017
MLS Listing,,Single Family Residential,13130 Maltese Ln,Fairfax,VA,22033,519900,4,2,Greenbriar,1512,10466,1970,7,344,,Active,,,http://www.redfin.com/VA/Fairfax/13130-Maltese-Ln-22033/home/9503841,MRIS,FX9942303,N,Y,38.863161,-77.3999384,5/15/2017
MLS Listing,,Single Family Residential,13132 Melville Ln,Fairfax,VA,22033,519999,4,2,Greenbriar,1512,9566,1970,5,344,,Active,,,http://www.redfin.com/VA/Fairfax/13132-Melville-Ln-22033/home/9503948,MRIS,FX9943969,N,Y,38.8643904,-77.3999664,5/15/2017
MLS Listing,,Single Family Residential,13103 Madonna Ln,Fairfax,VA,22033,549900,4,2.5,Greenbriar,2231,17866,1970,4,246,,Active,,,http://www.redfin.com/VA/Fairfax/13103-Madonna-Ln-22033/home/9504087,MRIS,FX9941230,N,Y,38.8641703,-77.396951,5/15/2017
MLS Listing,,Single Family Residential,3610 Twilight Ct,Oakton,VA,22124,662500,4,2.5,Waples Mill Estates,1784,20568,1976,5,371,8,Active,,,http://www.redfin.com/VA/Oakton/3610-Twilight-Ct-22124/home/9510026,MRIS,FX9944761,N,Y,38.8781589,-77.357228,5/15/2017
MLS Listing,,Single Family Residential,12246 Ox Hill Rd,Fairfax,VA,22033,650000,4,2.5,Fair Oaks Estates,3032,11687,1982,12,214,23,Active,,,http://www.redfin.com/VA/Fairfax/12246-Ox-Hill-Rd-22033/home/9510592,MRIS,FX9936355,N,Y,38.8769104,-77.3725296,5/15/2017
MLS Listing,,Single Family Residential,1103 Pekay St SW,Vienna,VA,22180,750000,4,3,Vienna Woods,2126,10150,1959,4,353,,Active,,,http://www.redfin.com/VA/Vienna/1103-Pekay-St-SW-22180/home/9529002,MRIS,FX9945794,N,Y,38.881037,-77.2589376,5/15/2017
MLS Listing,,Single Family Residential,9822 Five Oaks Rd,Fairfax,VA,22031,749900,4,2.5,Five Oaks Manor,2106,9797,1984,4,356,,Active,,,http://www.redfin.com/VA/Fairfax/9822-Five-Oaks-Rd-22031/home/9531394,MRIS,FX9945393,N,Y,38.871815,-77.286112,5/15/2017
MLS Listing,,Single Family Residential,8230 Citadel Pl,Vienna,VA,22180,1194000,4,3.5,Dunn Loring Woods,3611,12015,2017,4,331,,Active,,,http://www.redfin.com/VA/Vienna/8230-Citadel-Pl-22180/home/9540162,MRIS,FX9946040,N,Y,38.8844489,-77.230631,5/15/2017
MLS Listing,,Single Family Residential,3000 Lawrence Dr,Falls Church,VA,22042,615000,4,3,Fenwick Park,2306,12559,1948,6,267,,Active,,,http://www.redfin.com/VA/Falls-Church/3000-Lawrence-Dr-22042/home/9557838,MRIS,FX9942571,N,Y,38.8689795,-77.2018484,5/15/2017
MLS Listing,,Single Family Residential,14390 Flourcastle Ct,Centreville,VA,20120,545000,4,3.5,Sequoia Farms,2128,8560,1988,4,256,48,Active,,,http://www.redfin.com/VA/Centreville/14390-Flourcastle-Ct-20120/home/9580147,MRIS,FX9944909,N,Y,38.8603016,-77.4406263,5/15/2017
MLS Listing,,Single Family Residential,5201 George Mckay Ct,Fairfax,VA,22030,899900,4,3,Mckay/wyatt,3216,217800,1987,5,280,,Active,,,http://www.redfin.com/VA/Fairfax/5201-George-McKay-Ct-22030/home/9607627,MRIS,FX9943947,N,Y,38.834939,-77.3794,5/15/2017
MLS Listing,,Single Family Residential,4357 Farm House Ln,Fairfax,VA,22032,599900,4,2.5,Hickory Farms,2504,10841,1976,4,240,13,Active,,,http://www.redfin.com/VA/Fairfax/4357-Farm-House-Ln-22032/home/9615648,MRIS,FX9946078,N,Y,38.833705,-77.297404,5/15/2017
MLS Listing,,Single Family Residential,8451 Van Ct,Annandale,VA,22003,639999,4,3.5,Prosperity Heights,2688,9983,1983,6,238,38,Active,,,http://www.redfin.com/VA/Annandale/8451-Van-Ct-22003/home/9623890,MRIS,FX9943394,N,Y,38.857993,-77.235774,5/15/2017
Redfin Data,,Single Family Residential,7402 Add Dr,Falls Church,VA,22042,559900,4,2,Falls Church,2364,11732,1957,11,237,,Pre On-Market,,,http://www.redfin.com/VA/Falls-Church/7402-Add-Dr-22042/home/9632632,Coming Soon,1149,N,Y,38.8553769,-77.2006475,5/15/2017
MLS Listing,,Single Family Residential,3317 Wraywood Pl,Falls Church,VA,22042,647777,4,3,Knollwood,2600,21944,1955,5,249,,Active,,,http://www.redfin.com/VA/Falls-Church/3317-Wraywood-Pl-22042/home/9635623,MRIS,FX9932239,N,Y,38.8558121,-77.1748208,5/15/2017
MLS Listing,,Single Family Residential,3410 Frenora Ct,Falls Church,VA,22042,585000,4,3,Beech Tree Manor,1372,10625,1967,1,426,,Active,May-20-2017 10:00 AM,May-20-2017 01:00 PM,http://www.redfin.com/VA/Falls-Church/3410-Frenora-Ct-22042/home/9637060,MRIS,FX9941432,N,Y,38.8517755,-77.1845702,5/15/2017
MLS Listing,,Single Family Residential,4011 Gallows Rd,Annandale,VA,22003,825000,4,3.5,Annandale,2947,29083,1932,4,280,,Active,,,http://www.redfin.com/VA/Annandale/4011-Gallows-Rd-22003/home/9637418,MRIS,FX9935476,N,Y,38.8372058,-77.1909208,5/15/2017
Redfin Data,,Single Family Residential,6526 Kerns Rd,Falls Church,VA,22044,749000,4,3,Falls Church,2400,21798,1959,8,312,,Pre On-Market,,,http://www.redfin.com/VA/Falls-Church/6526-Kerns-Rd-22044/home/9644032,Coming Soon,1180,N,Y,38.8563048,-77.1653721,5/15/2017
MLS Listing,,Single Family Residential,6616 Rock Lawn Dr,Clifton,VA,20124,724950,4,3.5,Little Rocky Run,4118,10740,1990,4,176,72,Active,,,http://www.redfin.com/VA/Clifton/6616-Rock-Lawn-Dr-20124/home/9683388,MRIS,FX9945439,N,Y,38.8097185,-77.4236471,5/15/2017
MLS Listing,,Single Family Residential,5483 Ashleigh Rd,Fairfax,VA,22030,729000,4,4.5,Hampton Forest,3568,13048,1993,3,204,81,Active,,,http://www.redfin.com/VA/Fairfax/5483-Ashleigh-Rd-22030/home/9685344,MRIS,FX9946529,N,Y,38.8277173,-77.383419,5/15/2017
MLS Listing,,Single Family Residential,6107 Fox Run,Fairfax,VA,22030,725000,4,3.5,Fairfax Hunt,3267,25055,1988,3,222,33,Active,,,http://www.redfin.com/VA/Fairfax/6107-Fox-Run-22030/home/9687187,MRIS,FX9946519,N,Y,38.8060791,-77.3696947,5/15/2017
MLS Listing,,Single Family Residential,10412 Headly Ct,Fairfax,VA,22032,632000,4,2.5,Kings Park West,2187,9213,1982,47,289,5,Active,,,http://www.redfin.com/VA/Fairfax/10412-Headly-Ct-22032/home/9688871,MRIS,FX9900976,N,Y,38.8209072,-77.3060858,5/15/2017
MLS Listing,,Single Family Residential,4887 Wheatstone Dr,Fairfax,VA,22032,550000,4,2.5,Kings Park West,2093,12382,1974,3,263,,Active,,,http://www.redfin.com/VA/Fairfax/4887-Wheatstone-Dr-22032/home/9689048,MRIS,FX9946628,N,Y,38.8210681,-77.2975545,5/15/2017
MLS Listing,,Single Family Residential,4502 Overcup Ct,Fairfax,VA,22032,725000,4,3.5,George Mason Forest,2807,10528,1980,6,258,15,Active,,,http://www.redfin.com/VA/Fairfax/4502-Overcup-Ct-22032/home/9690701,MRIS,FX9926772,N,Y,38.8300873,-77.2955122,5/15/2017
MLS Listing,,Single Family Residential,10807 Paynes Church Dr,Fairfax,VA,22032,629900,4,2.5,Middleridge,2234,8894,1972,54,282,,Active,,,http://www.redfin.com/VA/Fairfax/10807-Paynes-Church-Dr-22032/home/9691763,MRIS,FX9894363,N,Y,38.8087391,-77.3180008,5/15/2017
